date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:15:22	98929/98929	---M--	200	added ('OK')	image/jpeg	etag:%228a37808b6742a36176e3f17c907d8e98%22	https://i.pinimg.com/originals/5b/de/51/5bde5150fb2b1478fef0d40d9b4b47a0.jpg	/storage/emulated/0/HTTrack/Websites/my%20website/i.pinimg.com/originals/5b/de/51/5bde5150fb2b1478fef0d40d9b4b47a0.jpg	(from https://api.xyroinee.xyz/login)
05:15:23	73117/73117	---M-Z	200	added ('OK')	text/css	etag:%225f0f47d3-11d9d%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.14.0/css/all.css	/storage/emulated/0/HTTrack/Websites/my%20website/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.14.0/css/all.css	(from https://api.xyroinee.xyz/login)
05:15:24	687063/687063	---M--	200	added ('OK')	image/gif	date:Sun,%2021%20Jun%202020%2009:51:25%20GMT	https://media.tenor.com/MkI8xJLf6iwAAAAC/background-aesthetic.gif	/storage/emulated/0/HTTrack/Websites/my%20website/media.tenor.com/MkI8xJLf6iwAAAAC/background-aesthetic.gif	(from https://api.xyroinee.xyz/)
05:15:24	298479/298479	---M--	200	added ('OK')	image/png	etag:%2242078e1d3b92ccc736fd4f8e583aba53%22	https://i.pinimg.com/originals/bc/f5/97/bcf5977efdb95a66ea0efaf8d6a0355f.png	/storage/emulated/0/HTTrack/Websites/my%20website/i.pinimg.com/originals/bc/f5/97/bcf5977efdb95a66ea0efaf8d6a0355f.png	(from https://api.xyroinee.xyz/login)
05:15:25	68028/68028	---M-Z	200	added ('OK')	text/css	etag:W/%22109bc-IH/O3L/2oFuyFxGxc9h5/AQWzS0%22	https://cdn.jsdelivr.net/npm/boxicons@latest/css/boxicons.min.css	/storage/emulated/0/HTTrack/Websites/my%20website/cdn.jsdelivr.net/npm/boxicons@latest/css/boxicons.min.css	(from https://api.xyroinee.xyz/login)
05:15:25	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	/storage/emulated/0/HTTrack/Websites/my%20website/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://api.xyroinee.xyz/login)
05:15:27	684/684	---M--	200	added ('OK')	text/css	etag:W/%222ac-18940588020%22	https://api.xyroinee.xyz/css/font.css?family=Inter:wght@300;400;600&display=swap	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/css/font74d5.css	(from https://api.xyroinee.xyz/login)
05:15:29	432251/432251	---MCZ	200	added ('OK')	text/css	etag:W/%226987b-18940588020%22	https://api.xyroinee.xyz/css/style.css	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/css/style.css	(from https://api.xyroinee.xyz/login)
05:15:30	66755/66755	---MCZ	200	added ('OK')	text/html	etag:W/%22104c3-ZBOmjFp+unlGd0lHa4vriZNoCOk%22	https://api.xyroinee.xyz/signup	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/signup.html	(from https://api.xyroinee.xyz/login)
05:15:32	898/898	---M--	200	added ('OK')	application/javascript	etag:W/%22382-18940588024%22	https://api.xyroinee.xyz/js/main.js	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/js/main.js	(from https://api.xyroinee.xyz/login)
05:15:33	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cca-18940588020%22	https://api.xyroinee.xyz/fonts/fa-brands-400.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:35	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cca-18940588020%22	https://api.xyroinee.xyz/fonts/fa-brands-400-1.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400-1.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:36	76764/76764	---M--	200	added ('OK')	font/woff2	etag:W/%2212bdc-18940588020%22	https://api.xyroinee.xyz/fonts/fa-brands-400.woff2	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400.woff2	(from https://api.xyroinee.xyz/css/style.css)
05:15:38	90060/90060	---M--	200	added ('OK')	font/woff	etag:W/%2215fcc-18940588020%22	https://api.xyroinee.xyz/fonts/fa-brands-400.woff	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400.woff	(from https://api.xyroinee.xyz/css/style.css)
05:15:39	134040/134040	---MCZ	200	added ('OK')	font/ttf	etag:W/%2220b98-18940588020%22	https://api.xyroinee.xyz/fonts/fa-brands-400.ttf	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400.ttf	(from https://api.xyroinee.xyz/css/style.css)
05:15:41	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b6819-18940596364%22	https://api.xyroinee.xyz/fonts/fa-brands-400.svg	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-brands-400.svg	(from https://api.xyroinee.xyz/css/style.css)
05:15:43	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2284f2-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:44	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2284f2-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400-1.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400-1.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:45	13276/13276	---M--	200	added ('OK')	font/woff2	etag:W/%2233dc-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400.woff2	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400.woff2	(from https://api.xyroinee.xyz/css/style.css)
05:15:46	16276/16276	---M--	200	added ('OK')	font/woff	etag:W/%223f94-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400.woff	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400.woff	(from https://api.xyroinee.xyz/css/style.css)
05:15:48	33736/33736	---MCZ	200	added ('OK')	font/ttf	etag:W/%2283c8-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400.ttf	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400.ttf	(from https://api.xyroinee.xyz/css/style.css)
05:15:49	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222354a-18940588020%22	https://api.xyroinee.xyz/fonts/fa-regular-400.svg	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-regular-400.svg	(from https://api.xyroinee.xyz/css/style.css)
05:15:51	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231916-18940588020%22	https://api.xyroinee.xyz/fonts/fa-solid-900.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:52	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231916-18940588020%22	https://api.xyroinee.xyz/fonts/fa-solid-900-1.eot	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900-1.eot	(from https://api.xyroinee.xyz/css/style.css)
05:15:54	78196/78196	---M--	200	added ('OK')	font/woff2	etag:W/%2213174-18940588024%22	https://api.xyroinee.xyz/fonts/fa-solid-900.woff2	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900.woff2	(from https://api.xyroinee.xyz/css/style.css)
05:15:55	101652/101652	---M--	200	added ('OK')	font/woff	etag:W/%2218d14-18940588024%22	https://api.xyroinee.xyz/fonts/fa-solid-900.woff	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900.woff	(from https://api.xyroinee.xyz/css/style.css)
05:15:57	202744/202744	---MCZ	200	added ('OK')	font/ttf	etag:W/%22317f8-18940588024%22	https://api.xyroinee.xyz/fonts/fa-solid-900.ttf	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900.ttf	(from https://api.xyroinee.xyz/css/style.css)
05:16:00	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e05cf-189405969e4%22	https://api.xyroinee.xyz/fonts/fa-solid-900.svg	/storage/emulated/0/HTTrack/Websites/my%20website/api.xyroinee.xyz/fonts/fa-solid-900.svg	(from https://api.xyroinee.xyz/css/style.css)
